q_id,q_status,q_date,q_year,ia_date,wd_date,on_date,entity,project_name,developer,utility,county_1,county_2,county_3,state,region,service,poi_name,prop_date,prop_year,IA_status_raw,IA_status_clean,type_clean,type1,type2,type3,mw1,mw2,mw3
AC1-219,withdrawn,10/31/2016,2016,,11/7/2016,,PJM,,,JCPL,morris,,,NJ,PJM,Energy,,1/31/2017,2017,Withdrawn,Withdrawn,Battery,Battery,,,0,,
AG2-534,active,3/31/2021,2021,,,,PJM,,,JCPL,warren,,,NJ,PJM,Energy,Hackettstown-Pohatcong R722-7 34.5 kV,8/31/2022,2022,In Progress,Feasibility Study,Battery,Battery,,,20,,
X1-116,withdrawn,4/29/2011,2011,,3/17/2015,,PJM,Frankford Solar Farm,,JCPL,sussex,,,NJ,PJM,Capacity,Branchville-N Newton #2 34kV,12/31/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,7,,
AI2-385,active,3/3/2023,2023,,,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,South Millville - Newport 69 kV,3/31/2025,2025,In Progress,Feasibility Study,Solar,Solar,,,0,,
X3-043,withdrawn,9/12/2011,2011,,1/5/2015,,PJM,Warfield I,,AEC,burlington,,,NJ,PJM,Capacity,Lumberton 69kV,10/15/2015,2015,System Impact Study,System Impact Study,Solar,Solar,,,12,,
X1-055,withdrawn,3/31/2011,2011,,9/8/2011,,PJM,,,JCPL,mercer,,,NJ,PJM,Capacity,Robbinsville,10/1/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,2,,
AD2-037,withdrawn,1/18/2018,2018,,,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,Gilbert-Morris Park 34.5 kV,6/30/2019,2019,Withdrawn,Withdrawn,Solar,Solar,,,8,,
X1-017,withdrawn,2/28/2011,2011,,2/7/2012,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Cedar 230kV,9/30/2016,2016,Feasibility Study,Feasibility Study,Offshore Wind,Offshore Wind,,,720,,
AB2-108,withdrawn,4/28/2016,2016,,6/28/2016,,PJM,,,AEC,atlantic,,,NJ,PJM,Energy,Egg Harbor Township 12kV,12/31/2016,2016,Withdrawn,Withdrawn,Gas,Gas,,,0,,
AC1-218,withdrawn,10/31/2016,2016,,11/7/2016,,PJM,,,JCPL,morris,,,NJ,PJM,Energy,,1/31/2017,2017,Withdrawn,Withdrawn,Battery,Battery,,,0,,
X4-004,withdrawn,11/2/2011,2011,,6/7/2016,,PJM,Johnson Matthey,,PSEG,gloucester,,,NJ,PJM,Energy,Woodbury 26.4kV,12/31/2012,2012,IA Executed,IA Executed,Gas,Gas,,,5,,
AE2-085,withdrawn,2/22/2019,2019,,8/14/2019,,PJM,,,PSEG,burlington,,,NJ,PJM,Energy,Southampton 13.2 kV,3/2/2020,2020,Feasibility Study,Feasibility Study,Solar+Battery,Solar,Battery,,5,,
W2-077,withdrawn,7/30/2010,2010,,9/8/2010,,PJM,,,JCPL,burlington,,,NJ,PJM,Energy,Wrightstown 34.5kV,4/1/2011,2011,Withdrawn,Withdrawn,Solar,Solar,,,2,,
AI2-378,active,3/3/2023,2023,,,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Merrill Creek 115 kV II,12/1/2024,2024,In Progress,Feasibility Study,Solar,Solar,,,0,,
X3-089,withdrawn,10/31/2011,2011,,5/3/2012,,PJM,,,JCPL,middlesex,,,NJ,PJM,Capacity,Sayreville 230kV,12/31/2016,2016,Feasibility Study,Feasibility Study,Gas,Gas,,,744,,
AE2-145,withdrawn,3/11/2019,2019,,4/3/2019,,PJM,,,AEC,burlington,,,NJ,PJM,Capacity,Tabernacle 12 kV,3/2/2020,2020,Withdrawn,Withdrawn,Solar+Battery,Solar,Battery,,3,,
E23,withdrawn,11/30/2000,2000,,9/17/2002,,PJM,,,JCPL,ocean,,,NJ,PJM,Capacity,Lakehurst 34.5kV,12/1/2003,2003,System Impact Study,System Impact Study,Gas,Gas,,,50,,
X3-061,withdrawn,10/10/2011,2011,,11/2/2011,,PJM,,,AEC,cumberland,,,NJ,PJM,Energy,Fairfield Twp 2 12kV,9/30/2012,2012,Withdrawn,Withdrawn,Solar,Solar,,,2,,
AF1-019,active,4/5/2019,2019,,,,PJM,Viridity Energy Solutions Montague Storage,,JCPL,sussex,,,NJ,PJM,Energy,Branchville-Holiday Lakes 34.5 kV,12/31/2024,2024,IA Executed,IA Executed,Battery,Battery,,,20,,
X3-054,withdrawn,9/29/2011,2011,,11/13/2013,,PJM,Hough Solar Farm,,JCPL,sussex,,,NJ,PJM,Capacity,Sussex,6/30/2015,2015,System Impact Study,System Impact Study,Solar,Solar,,,5,,
AI2-069,active,2/24/2023,2023,,,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Larabee - Atlantic 230 kV,10/21/2026,2026,In Progress,Feasibility Study,Battery,Battery,,,250,,
AH1-344,withdrawn,9/11/2021,2021,,1/4/2022,,PJM,,,JCPL,atlantic,,,NJ,PJM,Energy,Sparta Solar 34.5kV,9/20/2023,2023,Withdrawn,Withdrawn,Solar,Solar,,,0,,
X3-013,withdrawn,8/15/2011,2011,,3/12/2012,,PJM,,,AEC,cape may,,,NJ,PJM,Capacity,Wildwood Crest 12kV,11/1/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,8,,
W2-089,withdrawn,7/30/2010,2010,,6/8/2011,,PJM,,,JCPL,burlington,,,NJ,PJM,Capacity,Cookstown-Fort Dix 34.5kV,1/6/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,17,,
V4-037,withdrawn,12/14/2009,2009,,1/18/2013,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Pilesgrove 12kV,5/31/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,10,,
AG1-188,active,9/17/2020,2020,,,,PJM,,,JCPL,ocean,,,NJ,PJM,Capacity,Manitou-Oyster Creek 34.5 kV,12/17/2021,2021,Feasibility Study,Feasibility Study,Solar,Solar,,,20,,
W4-040,withdrawn,12/30/2010,2010,,6/2/2014,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Harrison Township 12kV,5/13/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,10,,
W2-027,withdrawn,5/28/2010,2010,,1/5/2011,,PJM,,,PSEG,gloucester,,,NJ,PJM,Capacity,Terrace 12kV,9/30/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,5,,
AB1-104,withdrawn,10/21/2015,2015,,2/22/2016,,PJM,,,PSEG,camden,,,NJ,PJM,Energy,Camden 26kV,12/31/2016,2016,Withdrawn,Withdrawn,Solar,Solar,,,10,,
W2-085,withdrawn,7/30/2010,2010,,2/19/2013,,PJM,Gombasi Solar Farm,,JCPL,hunterdon,,,NJ,PJM,Capacity,Baptistown-Frenchtown 34.5kV,6/30/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,10,,
X3-018,withdrawn,8/29/2011,2011,,10/11/2011,,PJM,,,AEC,cumberland,,,NJ,PJM,Energy,Vineland 12kV,11/1/2011,2011,Withdrawn,Withdrawn,Solar,Solar,,,2,,
X2-048,withdrawn,6/28/2011,2011,,5/10/2012,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,South Harrison Township 12kV,11/30/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,10,,
AI2-208,active,3/2/2023,2023,,,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,Hawks 12.5 kV,3/29/2023,2023,In Progress,Feasibility Study,Solar,Solar,,,0,,
AF1-126,withdrawn,9/17/2019,2019,,10/1/2020,,PJM,,,JCPL,burlington,,,NJ,PJM,Capacity,Cookstown 230 kV,10/22/2022,2022,System Impact Study,System Impact Study,Battery,Battery,,,250,,
X2-094,withdrawn,7/29/2011,2011,,1/12/2012,,PJM,,,PSEG,middlesex,,,NJ,PJM,Capacity,Green Brook 13kV,1/31/2013,2013,System Impact Study,System Impact Study,Solar,Solar,,,3,,
AE2-142,withdrawn,3/11/2019,2019,,9/6/2019,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Glen Gardner-Washington Solar 34.5 kV,3/2/2020,2020,Feasibility Study,Feasibility Study,Solar,Solar,,,4,,
AA2-128,withdrawn,4/30/2015,2015,,8/24/2017,,PJM,,,JCPL,middlesex,,,NJ,PJM,Capacity,Raritan River-Werner 115kV,6/27/2017,2017,System Impact Study,System Impact Study,Gas,Gas,,,175,,
X2-100,withdrawn,7/29/2011,2011,,1/18/2012,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Woodstown-Laurel 69kV,9/1/2012,2012,System Impact Study,System Impact Study,Wind,Wind,,,14,,
Q11,withdrawn,2/23/2006,2006,,3/31/2010,,PJM,,,JCPL,middlesex,,,NJ,PJM,Capacity,Red Oak 230kV,12/1/2011,2011,Facility Study,Facility Study,Gas,Gas,,,300,,
J08_MTX15,withdrawn,1/3/2003,2003,,9/26/2003,,PJM,,,Unknown,middlesex,,,NJ,PJM,Energy,Sewaren 230kV,6/30/2006,2006,Withdrawn,Withdrawn,Unknown,Unknown,,,0,,
X2-059,withdrawn,6/30/2011,2011,,7/15/2015,,PJM,Cloverleaf Solar Farm,,JCPL,monmouth,,,NJ,PJM,Capacity,Freehold,12/31/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,10,,
X4-016,withdrawn,11/29/2011,2011,,,9/30/2013,PJM,Bayonne Cogen,,PSEG,hudson,,,NJ,PJM,Capacity,Bayonne 138kV,9/30/2013,2013,IA Executed,IA Executed,Gas,Gas,,,10,,
X2-057,withdrawn,6/30/2011,2011,,11/21/2011,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,White,12/31/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,4,,
X1-105,withdrawn,4/29/2011,2011,,4/25/2012,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Branchville-Holiday Lakes 34.5kV,2/28/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,11,,
AF2-174,withdrawn,3/19/2020,2020,,4/26/2021,,PJM,,,AEC,burlington,,,NJ,PJM,Capacity,Tabernacle 12 kV,9/30/2021,2021,System Impact Study,System Impact Study,Solar,Solar,,,11,,
Z2-004,withdrawn,11/8/2013,2013,,9/24/2014,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Mantua Township 12kV,8/4/2014,2014,System Impact Study,System Impact Study,Other,Biomass,,,10,,
X1-112,withdrawn,4/29/2011,2011,,1/31/2012,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Pennsville 12kV,12/31/2012,2012,Feasibility Study,Feasibility Study,Wind,Wind,,,20,,
M03,withdrawn,2/23/2004,2004,,4/5/2005,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Cardiff,6/1/2005,2005,Feasibility Study,Feasibility Study,Gas,Gas,,,150,,
AG2-048,withdrawn,11/17/2020,2020,,12/22/2020,,PJM,,,AEC,atlantic,,,NJ,PJM,Energy,,12/31/2021,2021,Withdrawn,Withdrawn,Solar,Solar,,,0,,
X1-004,withdrawn,2/11/2011,2011,,1/11/2012,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,Asbury,12/31/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,10,,
W3-100,withdrawn,10/28/2010,2010,,3/3/2011,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Daretown Road 12kV,6/30/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,8,,
X2-095,withdrawn,7/29/2011,2011,,8/23/2011,,PJM,,,AEC,cape may,,,NJ,PJM,Capacity,Cape May Court House 12kV,6/1/2012,2012,Withdrawn,Withdrawn,Solar,Solar,,,2,,
X1-083,withdrawn,4/28/2011,2011,,1/17/2012,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Salem 12kV,5/1/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,6,,
X2-014,withdrawn,5/23/2011,2011,,8/9/2012,,PJM,Hedding Road Solar,,PSEG,burlington,,,NJ,PJM,Capacity,Trenton 26kV,6/30/2013,2013,System Impact Study,System Impact Study,Solar,Solar,,,10,,
V3-039,withdrawn,9/16/2009,2009,,1/10/2013,,PJM,Harrison SP,,PSEG,hudson,,,NJ,PJM,Capacity,Harrison 4kV,12/31/2010,2010,System Impact Study,System Impact Study,Solar,Solar,,,1,,
AD1-010,withdrawn,4/3/2017,2017,,6/6/2018,,PJM,McLean 480V,,PSEG,passaic,,,NJ,PJM,Energy,McLean 480 v,1/31/2020,2020,System Impact Study,System Impact Study,Gas,Gas,,,0,,
AC1-104,withdrawn,10/25/2016,2016,,11/6/2017,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Deepwater-Penns Grove 69kV,6/30/2018,2018,System Impact Study,System Impact Study,Solar,Solar,,,20,,
AE1-055,withdrawn,7/24/2018,2018,,8/14/2018,,PJM,,,PSEG,hudson,,,NJ,PJM,Capacity,Mason 230 kV,12/31/2021,2021,Withdrawn,Withdrawn,Gas+Solar+Battery,Gas,Solar,Battery,134,,
W1-011,withdrawn,2/4/2010,2010,,5/19/2011,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Orchard 230kV,9/30/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,70,,
AE2-232,withdrawn,3/22/2019,2019,,3/26/2020,,PJM,,,JCPL,atlantic,,,NJ,PJM,Capacity,Oyster Creek 230 kV II,6/1/2023,2023,System Impact Study,System Impact Study,Wind,Wind,,,400,,
X2-002,withdrawn,5/4/2011,2011,,11/4/2011,,PJM,,,PSEG,somerset,,,NJ,PJM,Capacity,Somerville 13kV,2/28/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,11,,
X2-001,withdrawn,5/4/2011,2011,,2/14/2012,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Howell,5/13/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,8,,
L21,withdrawn,1/30/2004,2004,,9/2/2004,,PJM,,,PSEG,hudson,,,NJ,PJM,Energy,Hudson #2,1/1/2006,2006,Feasibility Study,Feasibility Study,Gas,Gas,,,0,,
U1-030,withdrawn,2/19/2008,2008,,7/21/2009,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Missouri Ave,5/1/2013,2013,System Impact Study,System Impact Study,Other,Oil,,,110,,
AB2-048,withdrawn,3/3/2016,2016,,7/31/2018,,PJM,Clinton Energy Storage System,,JCPL,hunterdon,,,NJ,PJM,Energy,Grandin 12kV,6/30/2019,2019,System Impact Study,System Impact Study,Battery,Battery,,,1,,
U2-048,withdrawn,6/24/2008,2008,,12/1/2008,,PJM,,,PSEG,burlington,,,NJ,PJM,Capacity,Cox's Corner-Croydon 230kV,5/15/2012,2012,Feasibility Study,Feasibility Study,Gas,Gas,,,640,,
X1-115,withdrawn,4/29/2011,2011,,8/18/2011,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Andover,3/31/2013,2013,Feasibility Study,Feasibility Study,Solar,Solar,,,1,,
AG1-191,active,9/17/2020,2020,,,,PJM,South Combe,,JCPL,morris,,,NJ,PJM,Capacity,Chester-Pohatcong Mountain 34.5 kV,3/12/2025,2025,IA Executed,IA Executed,Solar,Solar,,,15,,
G15,withdrawn,3/27/2001,2001,,,,PJM,,,PSEG,middlesex,,,NJ,PJM,Capacity,Sewaren,6/1/2004,2004,Feasibility Study,Feasibility Study,Gas,Gas,,,300,,
Q41,withdrawn,6/5/2006,2006,,11/11/2013,,PJM,Mt Hope Waterpower Project,,JCPL,morris,,,NJ,PJM,Energy,Mt. Hope Mine 34.5kV,12/31/2013,2013,System Impact Study,System Impact Study,Other,Biomass,,,30,,
AE2-205,withdrawn,3/19/2019,2019,,3/31/2020,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Cumberland 230 kV,6/30/2022,2022,System Impact Study,System Impact Study,Solar,Solar,,,78,,
AH2-202,active,3/8/2022,2022,,,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,Hunterdon 34.5 kV,1/1/2025,2025,In Progress,Feasibility Study,Solar+Battery,Solar,Battery,,5,,
X1-082,withdrawn,4/28/2011,2011,,4/29/2016,,PJM,Quarry Road Solar Farm,,JCPL,warren,,,NJ,PJM,Capacity,Hazen Switch Point-Warren 34kV,12/31/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,12,,
X2-070,withdrawn,7/19/2011,2011,,8/15/2011,,PJM,,,JCPL,mercer,,,NJ,PJM,Capacity,Hightstown,5/31/2013,2013,Withdrawn,Withdrawn,Solar,Solar,,,10,,
X1-073,withdrawn,4/27/2011,2011,,5/3/2016,,PJM,Pohatcong II Solar Farm,,JCPL,warren,,,NJ,PJM,Capacity,Alpha-Gilbert 34kV,6/30/2015,2015,Facility Study,Facility Study,Solar,Solar,,,12,,
X1-069,withdrawn,4/22/2011,2011,,10/20/2011,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,Frenchtown,6/1/2013,2013,Feasibility Study,Feasibility Study,Solar,Solar,,,10,,
W1-099,withdrawn,4/30/2010,2010,,3/11/2011,,PJM,Levittown 2 SP,,PSEG,burlington,,,NJ,PJM,Capacity,Levittown 13kV,1/1/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,1,,
X1-048,withdrawn,3/31/2011,2011,,9/19/2011,,PJM,,,JCPL,morris,,,NJ,PJM,Capacity,Kenvil 12.5kV,12/31/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,4,,
X2-028,withdrawn,5/31/2011,2011,,2/20/2014,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Quinton Township 12kV,3/15/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,3,,
AG2-536,active,3/31/2021,2021,,,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Energy,Buckeye - Ringoes 34.5 kV,8/31/2022,2022,In Progress,Feasibility Study,Battery,Battery,,,20,,
AE2-144,withdrawn,3/11/2019,2019,,8/14/2019,,PJM,,,PSEG,gloucester,,,NJ,PJM,Energy,Deptford 13.2 kV,3/2/2020,2020,System Impact Study,System Impact Study,Solar+Battery,Solar,Battery,,4,,
W1-023,withdrawn,2/24/2010,2010,,2/18/2014,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Fairton 69kV III,7/1/2011,2011,Facility Study,Facility Study,Solar,Solar,,,10,,
AE1-115,withdrawn,9/14/2018,2018,,4/29/2022,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Churchtown 69 kV,6/1/2021,2021,Facility Study,Facility Study,Battery,Battery,,,20,,
AC2-143,withdrawn,3/28/2017,2017,,11/13/2017,,PJM,,,JCPL,middlesex,,,NJ,PJM,Energy,Cranbury 34.5kV,3/31/2019,2019,System Impact Study,System Impact Study,Solar,Solar,,,3,,
Z2-055,withdrawn,3/28/2014,2014,,12/5/2014,,PJM,,,PSEG,unknown,,,NJ,PJM,Energy,Cedar Grove-Clifton 230kV,3/31/2015,2015,Withdrawn,Withdrawn,Unknown,Unknown,,,0,,
Y1-011,withdrawn,2/23/2012,2012,,9/11/2012,,PJM,,,PSEG,middlesex,,,NJ,PJM,Capacity,Sewaren 230kV,6/1/2016,2016,Feasibility Study,Feasibility Study,Gas,Gas,,,520,,
AG2-087,withdrawn,1/5/2021,2021,,4/6/2021,,PJM,,,PSEG,camden,,,NJ,PJM,Capacity,Pennsauken 12 kV,1/1/2022,2022,Withdrawn,Withdrawn,Solar,Solar,,,3,,
AE1-034,withdrawn,6/7/2018,2018,,4/19/2019,,PJM,,,JCPL,atlantic,,,NJ,PJM,Capacity,Larrabee 230 kV,6/1/2024,2024,Feasibility Study,Feasibility Study,Wind,Wind,,,1104,,
W4-098,withdrawn,1/31/2011,2011,,11/18/2011,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,U.S. Silica #1 69kV,12/31/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,10,,
Y1-046,withdrawn,3/30/2012,2012,,6/18/2012,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,New Prospect Road 12kV,3/13/2013,2013,Withdrawn,Withdrawn,Solar,Solar,,,8,,
W4-090,withdrawn,1/31/2011,2011,,6/19/2014,,PJM,,,AEC,cumberland,,,NJ,PJM,Energy,Vineland #2 12kV,6/1/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,1,,
W4-089,withdrawn,1/31/2011,2011,,6/19/2014,,PJM,,,AEC,cumberland,,,NJ,PJM,Energy,Vineland #1 12kV,6/1/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,2,,
W4-088,withdrawn,1/31/2011,2011,,6/1/2011,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Salem-Woodstown 69kV,5/1/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,10,,
X1-066,withdrawn,4/18/2011,2011,,7/11/2013,,PJM,,,AEC,atlantic,,,NJ,PJM,Energy,Galloway Township 12kV,9/1/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,1,,
AC2-050,withdrawn,2/10/2017,2017,,6/27/2022,,PJM,Seneca Energy,,AEC,burlington,,,NJ,PJM,Capacity,Tabernacle 12kV,11/30/2025,2025,Facility Study,Facility Study,Solar,Solar,,,10,,
AA1-105,withdrawn,10/30/2014,2014,,3/19/2015,,PJM,,,PSEG,gloucester,,,NJ,PJM,Energy,Thorofare 13kV,11/1/2015,2015,System Impact Study,System Impact Study,Battery,Battery,,,2,,
W3-009,withdrawn,8/6/2010,2010,,7/24/2013,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Fairton,7/1/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,10,,
W4-066,withdrawn,1/31/2011,2011,,11/4/2011,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Sussex,12/31/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,5,,
X1-044,withdrawn,3/30/2011,2011,,9/23/2011,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Minotola 12kV,4/6/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,10,,
W4-072,withdrawn,1/31/2011,2011,,10/23/2015,,PJM,Big Hill Solar Farm,,JCPL,monmouth,,,NJ,PJM,Capacity,Englishtown-Rt. 33 Sw Point 34.5kV,12/31/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,16,,
AG2-045,withdrawn,11/17/2020,2020,,12/11/2020,,PJM,,,PSEG,atlantic,,,NJ,PJM,Energy,,7/31/2022,2022,Withdrawn,Withdrawn,Solar,Solar,,,0,,
X2-097,withdrawn,7/29/2011,2011,,8/23/2011,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Andover,7/31/2013,2013,Withdrawn,Withdrawn,Solar,Solar,,,10,,
AC2-024,withdrawn,1/25/2017,2017,,1/29/2018,,PJM,,,PSEG,middlesex,,,NJ,PJM,Capacity,Edison 4kV,12/31/2017,2017,System Impact Study,System Impact Study,Solar,Solar,,,1,,
AE2-057,withdrawn,1/31/2019,2019,,3/11/2021,,PJM,Willow Brook Road Solar II,,JCPL,monmouth,,,NJ,PJM,Capacity,Jerseyville 12.47 kV Solar,5/1/2022,2022,System Impact Study,System Impact Study,Solar,Solar,,,1,,
W3-158,withdrawn,10/29/2010,2010,,7/26/2016,,PJM,Millstone Solar Farm,,JCPL,monmouth,,,NJ,PJM,Capacity,Great Adventure-Great Adventure Tap 34kV,12/31/2016,2016,System Impact Study,System Impact Study,Solar,Solar,,,8,,
AF1-208,active,9/26/2019,2019,,,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Quinton-Roadstown 69 kV,12/1/2022,2022,System Impact Study,System Impact Study,Solar+Battery,Solar,Battery,,45,,
W2-086,withdrawn,7/30/2010,2010,,6/1/2011,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,Baptistown-East Flemington 34.5kV,1/10/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,10,,
W1-090,withdrawn,4/29/2010,2010,,1/24/2014,,PJM,,,AEC,camden,,,NJ,PJM,Capacity,Berlin 69kV,4/25/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,18,,
W1-055,withdrawn,3/18/2010,2010,,9/28/2011,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Broadway 34.5kV,5/31/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,10,,
U2-006,withdrawn,5/14/2008,2008,,12/1/2008,,PJM,,,PSEG,middlesex,,,NJ,PJM,Capacity,Branchburg-Deans 500kV,6/1/2015,2015,Feasibility Study,Feasibility Study,Gas,Gas,,,1010,,
AI2-202,active,3/2/2023,2023,,,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Bennett - Farmingdale 34.5 kV,3/11/2023,2023,In Progress,Feasibility Study,Solar,Solar,,,0,,
AG2-459,active,3/30/2021,2021,,,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Allenwood - Larrabee 34.5 kV II,3/31/2022,2022,In Progress,Feasibility Study,Battery,Battery,,,0,,
AH1-006,withdrawn,4/9/2021,2021,,6/11/2021,,PJM,,,PSEG,essex,,,NJ,PJM,Capacity,Essex 26 kV,12/1/2022,2022,Withdrawn,Withdrawn,Solar,Solar,,,4,,
AG2-530,active,3/31/2021,2021,,,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Mannington Mills - Woodstown 69 kV,12/31/2024,2024,In Progress,Feasibility Study,Solar,Solar,,,20,,
W4-028,withdrawn,12/15/2010,2010,,6/1/2011,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Quinton 69kV,6/30/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,20,,
AF2-169,withdrawn,3/19/2020,2020,,6/9/2020,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,BL England 138 kV,6/1/2023,2023,Withdrawn,Withdrawn,Wind,Wind,,,552,,
AH1-556,active,9/10/2021,2021,,,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Larrabee 230 kV III,10/31/2029,2029,In Progress,Feasibility Study,Offshore Wind,Offshore Wind,,,360,,
W2-026,withdrawn,5/28/2010,2010,,5/14/2013,,PJM,Suncatcher Clean Energy,,AEC,gloucester,,,NJ,PJM,Energy,Glassboro Road,4/30/2013,2013,Facility Study,Facility Study,Solar,Solar,,,2,,
AE2-098,withdrawn,2/28/2019,2019,,4/3/2019,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Belvidere Solar 12 kV,3/2/2020,2020,Withdrawn,Withdrawn,Solar,Solar,,,2,,
AH2-269,active,3/10/2022,2022,,,,PJM,,,JCPL,ocean,,,NJ,PJM,Capacity,Lakewood 230 kV,6/1/2026,2026,In Progress,Feasibility Study,Battery,Battery,,,100,,
W3-103,withdrawn,10/29/2010,2010,,8/16/2011,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Upper Deerfield Township 12kV,12/1/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,5,,
AD2-052,withdrawn,1/31/2018,2018,,5/1/2019,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Laurel Lake Solar,6/30/2019,2019,System Impact Study,System Impact Study,Solar,Solar,,,10,,
AG1-108,withdrawn,8/31/2020,2020,,2/20/2023,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Larrabee 230 kV,3/1/2023,2023,Feasibility Study,Feasibility Study,Battery,Battery,,,0,,
W3-164,withdrawn,10/29/2010,2010,,8/15/2011,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Upper Pittsgrove 138kV 2,12/31/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,20,,
X1-098,withdrawn,4/29/2011,2011,,4/2/2014,,PJM,Montgomery Recycling,,PSEG,essex,,,NJ,PJM,Capacity,Cook Road 13kV,3/31/2012,2012,System Impact Study,System Impact Study,Other,Other,,,1,,
